Label	ImageSource
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000194.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000195.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000196.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000197.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000198.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000199.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000200.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000201.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000202.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000203.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000204.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000205.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000206.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000207.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000208.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000209.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000210.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000211.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000212.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000213.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000214.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000215.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000216.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000217.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000218.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000219.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000220.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000221.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000222.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000223.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000224.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000225.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000226.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000227.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000228.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000229.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000230.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000231.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000232.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000233.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000234.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000235.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000236.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000237.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000238.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000239.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000240.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000241.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000242.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000243.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000244.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000245.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000246.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000247.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000248.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000249.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000250.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000251.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000252.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000253.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000254.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000255.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000256.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000257.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000258.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000259.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000260.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000261.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000262.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000263.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000264.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000265.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000266.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000267.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000268.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000269.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000270.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000271.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000272.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000273.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000274.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000275.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000276.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000277.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000278.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000279.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000280.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000281.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000282.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000283.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000284.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000285.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000286.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000287.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000288.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000289.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000290.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000291.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000292.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000293.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000294.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000295.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000296.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000297.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000298.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000299.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000300.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000301.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000302.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000303.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000304.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000305.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000306.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000307.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000308.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000309.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000310.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000311.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000312.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000313.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000314.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000315.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000316.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000317.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000318.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000319.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000320.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000321.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000322.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000323.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000324.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000325.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000326.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000327.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000328.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000329.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000330.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000331.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000332.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000333.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000334.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000335.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000336.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000337.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000338.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000339.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000340.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000341.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000342.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000343.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000344.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000345.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000346.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000347.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000348.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000349.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000350.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000351.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000352.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000353.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000354.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000355.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000356.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000357.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000358.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000359.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000360.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000361.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000362.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000363.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000364.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000365.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000366.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000367.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000368.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000369.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000370.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000371.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000372.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000373.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000374.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000375.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000376.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000377.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000378.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000379.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000380.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000381.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000382.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000383.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000384.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000385.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000386.jpg
Need	C:\Users\John Green\source\repos\PDFSeperator\SeperatePDF\bin\Debug\netcoreapp3.1\test_ml_output2\Need\Need000000387.jpg
